City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
297,Anan,JP,33.9167,134.65,89.38,68,100,10.13,overcast clouds
298,Waingapu,ID,-9.6567,120.2641,81.0,55,72,16.22,broken clouds
299,Bilma,NE,18.6853,12.9164,88.52,16,74,17.9,broken clouds
300,Tura,IN,25.5198,90.2201,84.85,70,100,1.61,overcast clouds
301,San Policarpo,PH,12.1791,125.5072,84.15,75,79,3.22,broken clouds
302,Baruun-Urt,MN,46.6806,113.2792,67.12,61,72,14.0,broken clouds
303,Jumla,NP,29.2747,82.1838,64.2,96,98,1.92,overcast clouds
304,Mizdah,LY,31.4451,12.9801,67.19,75,0,8.61,clear sky
305,Fukue,JP,32.6881,128.8419,80.46,78,86,1.7,overcast clouds
306,Sulangan,PH,11.1373,123.7228,83.95,73,46,3.24,scattered clouds
307,Monte Azul,BR,-15.155,-42.8747,70.23,69,88,4.03,overcast clouds
308,Tilichiki,RU,60.4667,166.1,67.12,68,14,5.99,few clouds
309,Mbandaka,CD,0.0487,18.2603,71.02,68,100,4.07,overcast clouds
310,Rafaela,AR,-31.2503,-61.4867,43.99,53,0,5.01,clear sky
311,Aykhal,RU,66.0,111.5,54.41,65,34,11.74,scattered clouds
312,Broken Hill,AU,-31.95,141.4333,52.86,51,5,18.57,clear sky
313,Darlowo,PL,54.421,16.4107,63.37,87,26,12.15,scattered clouds
314,Doha,QA,25.2867,51.5333,94.98,53,0,9.22,clear sky
315,Acapulco,MX,16.8634,-99.8901,84.02,79,100,4.61,overcast clouds
316,Tessalit,ML,20.1986,1.0114,88.03,32,1,7.2,clear sky
317,Lensk,RU,60.7253,114.9278,65.84,56,71,6.13,broken clouds
318,Souillac,MU,-20.5167,57.5167,68.43,78,63,14.88,light rain
319,Kontagora,NG,10.3999,5.4695,72.68,94,100,4.63,overcast clouds
320,Burns Lake,CA,54.2331,-125.7533,58.21,49,96,9.78,overcast clouds
321,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,67.32,76,100,3.76,overcast clouds
322,Pandan,PH,14.0453,124.1694,86.94,69,99,3.38,overcast clouds
323,Maragogi,BR,-9.0122,-35.2225,74.28,89,25,6.62,scattered clouds
