City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Norman Wells,CA,2022-07-12 22:55:36,65.282,-126.8329,66.24,68,75,19.57
298,Tuatapere,NZ,2022-07-12 22:53:43,-46.1333,167.6833,43.25,95,100,8.88
299,Hofn,IS,2022-07-12 22:55:37,64.2539,-15.2082,51.39,66,100,13.06
300,Vologda,RU,2022-07-12 22:55:37,59.2187,39.8886,61.03,97,50,6.04
301,Thompson,CA,2022-07-12 22:51:22,55.7435,-97.8558,75.36,35,20,4.61
302,Guhagar,IN,2022-07-12 22:55:38,17.4842,73.1929,78.08,87,100,16.91
303,Estelle,US,2022-07-12 22:55:38,29.8458,-90.1067,85.98,74,20,3.44
304,Innisfail,AU,2022-07-12 22:55:39,-17.5333,146.0333,65.32,76,16,5.28
305,Garmsar,IR,2022-07-12 22:55:39,35.2182,52.3409,84.24,19,0,6.35
306,Monroe,US,2022-07-12 22:51:55,43.1501,-77.6831,76.59,82,75,5.75
307,Irbeyskoye,RU,2022-07-12 22:55:40,55.6428,95.4522,55.89,78,67,2.55
308,Jumla,NP,2022-07-12 22:55:40,29.2747,82.1838,63.07,98,94,1.9
309,Carutapera,BR,2022-07-12 22:55:41,-1.195,-46.02,75.52,92,88,6.31
310,Khandbari,NP,2022-07-12 22:55:41,27.3747,87.2039,73.31,90,97,2.04
311,Puerto Madero,MX,2022-07-12 22:55:42,14.7208,-92.4215,83.12,71,98,6.24
312,Don Sak,TH,2022-07-12 22:55:42,9.3168,99.6918,78.69,77,100,19.71
313,Guadalupe Y Calvo,MX,2022-07-12 22:55:43,26.1,-106.9667,57.99,82,99,6.89
314,Luderitz,NA,2022-07-12 22:55:43,-26.6481,15.1594,56.16,66,0,13.15
315,Mormugao,IN,2022-07-12 22:55:43,15.4,73.8,79.39,83,100,24.11
316,Quelimane,MZ,2022-07-12 22:55:44,-17.8786,36.8883,66.56,85,22,2.73
317,Oksfjord,NO,2022-07-12 22:55:44,70.2396,22.3479,66.38,65,20,9.35
318,Altay,CN,2022-07-12 22:55:45,47.8667,88.1167,61.95,66,98,1.7
319,Mitchell,US,2022-07-12 22:55:45,43.7094,-98.0298,87.12,33,1,5.01
320,Yar-Sale,RU,2022-07-12 22:55:45,66.8333,70.8333,47.79,67,66,5.03
321,Villazon,BO,2022-07-12 22:55:46,-22.0866,-65.5942,42.06,6,65,8.55
322,La Asuncion,VE,2022-07-12 22:56:46,11.0333,-63.8628,74.93,94,78,6.91
323,Torva,EE,2022-07-12 22:56:47,58.0028,25.935,61.11,98,65,4.59
324,Manokwari,ID,2022-07-12 22:56:47,-0.8667,134.0833,75.6,90,100,2.37
325,Tierranueva,MX,2022-07-12 22:56:48,21.6833,-100.5667,81.45,31,92,20.11
326,Mao,ES,2022-07-12 22:56:48,39.8885,4.2658,75.76,88,0,4.61
327,Akureyri,IS,2022-07-12 22:53:15,65.6835,-18.0878,44.53,87,75,16.11
328,Wuzhou,CN,2022-07-12 22:56:49,23.4833,111.3167,78.26,89,5,1.39
329,Praia,CV,2022-07-12 22:56:49,14.9215,-23.5087,77.54,73,0,8.05
330,Belaya Gora,RU,2022-07-12 22:56:50,68.5333,146.4167,72.46,52,24,7.72
331,Tamisan,PH,2022-07-12 22:56:50,6.8437,126.2984,79.61,82,73,2.66
332,Hayden,US,2022-07-12 22:56:50,47.766,-116.7866,93.54,33,0,4.0
333,Healesville,AU,2022-07-12 22:56:51,-37.65,145.5167,46.69,99,79,1.59
334,Fethiye,TR,2022-07-12 22:56:51,36.6217,29.1164,78.67,44,0,5.88
335,Husavik,IS,2022-07-12 22:56:52,66.0449,-17.3389,42.91,94,100,18.95
336,Elat,IL,2022-07-12 22:56:52,29.5581,34.9482,87.64,48,0,10.36
337,Souillac,MU,2022-07-12 22:56:53,-20.5167,57.5167,68.38,73,20,10.36
338,Mossendjo,CG,2022-07-12 22:56:53,-2.9506,12.7261,65.62,88,100,3.09
339,Inta,RU,2022-07-12 22:56:53,66.0317,60.1659,64.47,87,78,12.44
340,Wanning,CN,2022-07-12 22:56:54,18.8003,110.3967,80.78,90,100,5.77
341,Springbok,ZA,2022-07-12 22:56:54,-29.6643,17.8865,47.37,49,0,1.45
342,Namtsy,RU,2022-07-12 22:56:55,62.7161,129.6658,68.97,71,100,1.5
343,Sankheda,IN,2022-07-12 22:56:55,22.1667,73.5833,78.67,91,100,4.94
344,Lebane,RS,2022-07-12 22:56:56,42.9239,21.7375,57.79,57,21,2.59
345,Tigil,RU,2022-07-12 22:56:56,57.8,158.6667,77.23,56,8,9.84
346,Waipawa,NZ,2022-07-12 22:56:56,-41.4122,175.5153,54.9,73,4,25.19
347,Atbasar,KZ,2022-07-12 22:56:57,51.8,68.3333,65.19,68,9,5.66
348,Sinnamary,GF,2022-07-12 22:56:57,5.3833,-52.95,78.4,82,95,6.22
349,Harnosand,SE,2022-07-12 22:56:58,62.6323,17.9379,60.01,74,100,7.18
350,Santarem,BR,2022-07-12 22:56:58,-2.4431,-54.7083,80.73,94,75,0.0
351,Dobryanka,RU,2022-07-12 22:56:59,58.4619,56.4165,61.57,93,91,4.38
352,Chaplygin,RU,2022-07-12 22:56:59,53.2432,39.9629,59.32,79,34,3.02
353,Louis Trichardt,ZA,2022-07-12 22:57:00,-23.0439,29.9032,54.9,77,5,4.61
354,Faanui,PF,2022-07-12 22:57:00,-16.4833,-151.75,78.66,69,1,9.28
355,Kahului,US,2022-07-12 22:57:01,20.8947,-156.47,80.96,88,51,11.99
356,Haimen,CN,2022-07-12 22:57:01,23.1935,116.6142,78.69,84,26,3.44
357,Hambantota,LK,2022-07-12 22:57:02,6.1241,81.1185,78.76,81,42,18.72
358,Nola,IT,2022-07-12 22:57:02,40.922,14.5329,77.41,81,19,1.14
359,Calatrava,PH,2022-07-12 22:57:03,10.595,123.4838,82.4,72,99,2.82
360,Meulaboh,ID,2022-07-12 22:57:03,4.1363,96.1285,75.72,82,96,5.39
361,Aasiaat,GL,2022-07-12 22:57:03,68.7098,-52.8699,38.91,83,64,6.58
362,Tshela,CD,2022-07-12 22:57:04,-4.9833,12.9333,64.85,99,35,1.77
363,Charagua,BO,2022-07-12 22:57:04,-19.8,-63.2167,63.97,40,27,1.88
364,Kutulik,RU,2022-07-12 22:57:05,53.3508,102.7839,56.7,83,75,1.07
365,Ambilobe,MG,2022-07-12 22:54:18,-13.2,49.05,68.68,75,23,3.98
366,Cabedelo,BR,2022-07-12 22:57:05,-6.9811,-34.8339,75.87,84,9,9.95
367,Bandarbeyla,SO,2022-07-12 22:57:06,9.4942,50.8122,77.38,77,99,29.62
368,Mindelo,CV,2022-07-12 22:58:06,16.8901,-24.9804,76.55,73,20,11.5
369,Sabzevar,IR,2022-07-12 22:58:07,36.2126,57.6819,76.28,25,0,13.8
370,Arrifes,PT,2022-07-12 22:58:07,37.7667,-25.7,71.24,88,75,11.5
371,Mweka,CD,2022-07-12 22:58:07,-4.85,21.5667,69.17,41,15,1.14
372,Acari,PE,2022-07-12 22:58:08,-15.4311,-74.6158,64.09,77,62,6.15
373,Neuquen,AR,2022-07-12 22:58:08,-38.9516,-68.0591,53.49,40,0,4.61
374,Barranca,PE,2022-07-12 22:58:09,-10.75,-77.7667,61.72,79,12,9.91
375,Salalah,OM,2022-07-12 22:58:09,17.0151,54.0924,75.43,96,100,5.75
376,Bubaque,GW,2022-07-12 22:58:10,11.2833,-15.8333,80.89,80,100,9.78
377,Boulder City,US,2022-07-12 22:54:44,35.9786,-114.8325,114.44,9,0,6.91
378,Ambon,ID,2022-07-12 22:58:10,-3.6954,128.1814,77.23,15,100,11.79
379,Vao,NC,2022-07-12 22:58:11,-22.6667,167.4833,73.49,83,96,13.0
380,Tautira,PF,2022-07-12 22:58:11,-17.7333,-149.15,75.63,82,36,13.8
381,Pombas,CV,2022-07-12 22:58:12,17.1503,-25.0201,74.98,84,37,9.26
382,Gornoye Loo,RU,2022-07-12 22:58:12,43.7129,39.6049,73.18,85,52,5.44
383,Ryabovo,RU,2022-07-12 22:58:12,59.4,31.1333,60.22,98,49,4.54
384,Bouza,NE,2022-07-12 22:58:13,14.4229,6.0428,86.95,47,94,12.12
385,Veraval,IN,2022-07-12 22:58:13,20.9,70.3667,81.16,85,100,23.04
386,Constantine,DZ,2022-07-12 22:58:14,36.365,6.6147,80.01,41,0,5.75
387,Verkhnyaya Inta,RU,2022-07-12 22:58:14,65.9811,60.3094,63.5,86,78,9.73
388,Ulaanbaatar,MN,2022-07-12 22:54:09,47.9077,106.8832,44.73,93,0,4.47
389,Taksimo,RU,2022-07-12 22:58:15,56.3444,114.8794,60.35,93,100,1.95
390,Puerto Leguizamo,CO,2022-07-12 22:58:15,-0.1934,-74.7819,74.44,94,56,2.3
391,Nuuk,GL,2022-07-12 22:58:16,64.1835,-51.7216,41.88,93,100,15.99
392,Ucluelet,CA,2022-07-12 22:58:16,48.9329,-125.5528,63.09,80,39,8.99
393,Margate,GB,2022-07-12 22:58:17,51.3813,1.3862,73.69,62,100,1.99
394,Alihe,CN,2022-07-12 22:58:17,50.5667,123.7167,65.14,96,100,3.06
395,Malartic,CA,2022-07-12 22:58:18,48.1335,-78.1328,70.02,57,56,10.07
396,Vestmanna,FO,2022-07-12 22:58:18,62.1564,-7.1664,49.12,93,100,10.36
397,Bose,IT,2022-07-12 22:58:18,45.4612,8.0137,74.79,66,17,5.46
398,Palmerston,AU,2022-07-12 22:58:19,-12.486,130.9833,62.92,37,0,12.66
399,Dzerzhinskoye,RU,2022-07-12 22:58:20,56.8344,95.2283,54.5,83,100,4.59
400,Umm Kaddadah,SD,2022-07-12 22:58:20,13.6017,26.6876,82.98,54,59,13.4
401,San Patricio,US,2022-07-12 22:58:20,28.017,-97.5169,99.54,45,12,18.37
402,Necochea,AR,2022-07-12 22:58:21,-38.5473,-58.7368,46.11,53,72,14.67
403,Torrevieja,ES,2022-07-12 22:58:21,37.9787,-0.6822,80.26,62,0,3.91
404,Severo-Kurilsk,RU,2022-07-12 22:53:58,50.6789,156.125,55.58,90,62,0.72
405,Mayo,US,2022-07-12 22:58:22,38.8876,-76.5119,83.98,87,100,20.71
406,Maihar,IN,2022-07-12 22:58:22,24.2667,80.75,85.73,58,56,8.88
407,Kitimat,CA,2022-07-12 22:58:23,54.0524,-128.6534,55.9,28,100,1.01
408,Bukachacha,RU,2022-07-12 22:58:23,52.9833,116.9167,60.93,89,13,2.98
409,Williams Lake,CA,2022-07-12 22:58:23,52.1415,-122.1445,65.77,72,75,11.5
410,Lermontovka,RU,2022-07-12 22:58:24,47.1453,134.3383,73.92,74,83,1.19
411,Pangody,RU,2022-07-12 22:58:24,65.85,74.4859,47.32,68,1,5.91
412,Klaksvik,FO,2022-07-12 22:58:25,62.2266,-6.589,50.92,91,100,26.51
413,Cowra,AU,2022-07-12 22:59:25,-33.8333,148.6833,45.14,89,100,2.08
414,Grajewo,PL,2022-07-12 22:59:26,53.6473,22.4554,59.43,95,100,23.47
415,Challans,FR,2022-07-12 22:59:26,46.8436,-1.8749,76.12,51,96,8.75
416,Outjo,NA,2022-07-12 22:59:27,-20.1167,16.15,57.18,35,0,6.73
417,Atar,MR,2022-07-12 22:59:27,20.5169,-13.0499,97.38,19,54,7.43
418,Point Fortin,TT,2022-07-12 22:54:53,10.1833,-61.6833,81.86,83,100,14.16
419,Rabo De Peixe,PT,2022-07-12 22:59:28,37.8,-25.5833,72.28,82,75,11.5
420,Bridlington,GB,2022-07-12 22:59:28,54.0831,-0.1919,64.29,75,14,11.79
421,Qeshm,IR,2022-07-12 22:59:29,26.9581,56.2719,93.07,80,60,9.28
422,Hit,IQ,2022-07-12 22:59:29,33.6416,42.8251,89.78,25,2,11.95
423,Sabang,ID,2022-07-12 22:59:30,5.8933,95.3214,82.09,78,100,18.95
424,Jalu,LY,2022-07-12 22:59:30,29.0331,21.5482,77.74,62,0,13.8
425,Mapiripan,CO,2022-07-12 22:59:30,2.8892,-72.1256,75.07,93,96,3.06
426,Monrovia,LR,2022-07-12 22:57:50,6.3005,-10.7969,76.1,87,71,8.43
427,Banda Aceh,ID,2022-07-12 22:59:31,5.5577,95.3222,79.79,77,100,11.68
428,Bandar-E Lengeh,IR,2022-07-12 22:59:31,26.5579,54.8807,89.89,79,66,10.63
429,Sechura,PE,2022-07-12 22:59:32,-5.5569,-80.8222,68.76,66,42,17.6
430,Zaysan,KZ,2022-07-12 22:59:32,47.4667,84.8667,63.7,74,99,9.86
431,San Jeronimo,PE,2022-07-12 22:59:33,-11.9472,-75.2829,55.54,59,85,5.73
432,Tessalit,ML,2022-07-12 22:59:33,20.1986,1.0114,92.8,25,35,6.51
433,Buritis,BR,2022-07-12 22:59:33,-15.6178,-46.4233,70.18,40,7,3.51
434,Mankato,US,2022-07-12 22:56:08,44.1636,-93.9994,85.51,58,31,9.62
435,Moron,AR,2022-07-12 22:59:34,-34.6534,-58.6198,49.96,63,16,4.65
436,Mangas,PH,2022-07-12 22:59:34,14.1177,120.8666,74.89,88,85,0.76
437,Kodinsk,RU,2022-07-12 22:59:35,58.6881,99.1844,57.65,60,100,3.09
438,Davlekanovo,RU,2022-07-12 22:59:35,54.2215,55.0343,67.64,85,100,2.75
439,Sokoni,TZ,2022-07-12 22:59:36,-6.4333,39.55,75.96,76,25,17.22
440,Honiara,SB,2022-07-12 22:54:46,-9.4333,159.95,85.21,64,17,7.45
441,Damietta,EG,2022-07-12 22:59:36,31.4165,31.8133,78.69,73,0,11.48
442,Albury,AU,2022-07-12 22:56:40,-36.0833,146.9167,43.02,100,100,1.99
443,Hadejia,NG,2022-07-12 22:59:37,12.4498,10.0444,85.46,49,72,13.73
444,Bardiyah,LY,2022-07-12 22:59:37,31.7561,25.0865,76.24,71,0,10.54
445,Pochutla,MX,2022-07-12 22:59:38,15.7432,-96.4661,80.82,83,92,3.76
446,Port Lincoln,AU,2022-07-12 22:59:38,-34.7333,135.8667,54.23,66,100,8.08
447,Zholymbet,KZ,2022-07-12 22:59:39,51.7433,71.7122,63.52,78,2,8.08
448,Manado,ID,2022-07-12 22:59:39,1.487,124.8455,79.57,83,20,2.3
449,Tilichiki,RU,2022-07-12 22:59:39,60.4667,166.1,63.09,68,7,6.58
450,Juneau,US,2022-07-12 22:59:40,58.3019,-134.4197,60.22,81,100,1.92
451,Pitimbu,BR,2022-07-12 22:59:40,-7.4706,-34.8086,75.79,82,50,8.77
452,Coahuayana,MX,2022-07-12 22:59:41,18.7333,-103.6833,87.57,64,73,7.54
453,Khuzhir,RU,2022-07-12 22:59:41,53.1939,107.3397,53.69,83,67,1.03
454,Avera,US,2022-07-12 22:59:42,33.194,-82.5271,83.71,65,100,5.91
455,Ongandjera,NA,2022-07-12 22:59:42,-17.8833,15.0667,61.63,35,0,8.79
456,Lapeer,US,2022-07-12 22:59:43,43.0514,-83.3188,78.51,68,40,5.75
457,Ola,RU,2022-07-12 22:59:43,59.5833,151.2833,57.9,94,99,4.85
458,Coos Bay,US,2022-07-12 22:59:44,43.3665,-124.2179,77.31,88,65,1.99
459,Timmins,CA,2022-07-12 22:59:44,48.4669,-81.3331,69.62,46,75,11.5
460,Nabire,ID,2022-07-12 23:00:44,-3.3667,135.4833,77.27,87,95,1.5
461,Teofilo Otoni,BR,2022-07-12 23:00:34,-17.8575,-41.5053,71.69,67,100,4.47
462,Tangi,PK,2022-07-12 23:00:45,34.3006,71.6536,82.11,76,61,5.79
463,Goderich,CA,2022-07-12 23:00:08,43.7501,-81.7165,65.91,88,43,11.63
464,Buraydah,SA,2022-07-12 23:00:46,26.326,43.975,85.62,14,87,7.96
465,Samagaltay,RU,2022-07-12 23:00:46,50.6022,95.0047,55.78,84,93,11.34
466,Evensk,RU,2022-07-12 23:00:47,61.95,159.2333,55.8,84,50,6.73
467,Longkou,CN,2022-07-12 23:00:47,37.6508,120.3286,74.59,94,100,19.06
468,Qinzhou,CN,2022-07-12 23:00:48,21.95,108.6167,80.1,92,14,4.79
469,Portland,US,2022-07-12 22:56:50,45.5234,-122.6762,95.7,36,4,5.99
470,Chuy,UY,2022-07-12 23:00:48,-33.6971,-53.4616,42.48,82,28,5.48
471,Muros,ES,2022-07-12 23:00:49,42.7762,-9.0603,77.16,70,20,7.54
472,Manicore,BR,2022-07-12 23:00:49,-5.8092,-61.3003,79.43,68,86,1.16
473,Greytown,ZA,2022-07-12 23:00:50,-29.0642,30.5928,45.61,89,20,3.09
474,Snasa,NO,2022-07-12 23:00:50,64.2457,12.3778,57.6,92,99,4.81
475,Dongobesh,TZ,2022-07-12 23:00:50,-4.0667,35.3833,48.99,91,52,7.85
476,Nemuro,JP,2022-07-12 23:00:51,43.3236,145.575,62.51,98,100,5.99
477,Waterloo,CA,2022-07-12 22:59:40,43.4668,-80.5164,76.48,69,75,12.66
478,Svetlogorsk,BY,2022-07-12 23:00:52,52.6333,29.7333,53.22,95,100,22.82
479,Mozarlandia,BR,2022-07-12 23:00:52,-14.7447,-50.5706,77.29,33,22,6.06
480,Sambava,MG,2022-07-12 23:00:53,-14.2667,50.1667,69.06,88,55,9.95
481,Puerto Carreno,CO,2022-07-12 23:00:54,6.189,-67.4859,77.97,87,90,6.76
482,San Andres,CO,2022-07-12 22:59:20,12.5847,-81.7006,84.22,79,75,10.36
483,Llata,PE,2022-07-12 23:00:54,-9.4167,-76.7833,53.13,85,68,5.55
484,Hobyo,SO,2022-07-12 23:00:55,5.3505,48.5268,76.8,74,79,22.7
485,Methoni,GR,2022-07-12 23:00:55,36.8197,21.7049,76.21,64,0,5.64
486,Batagay-Alyta,RU,2022-07-12 23:00:56,67.8006,130.4114,62.73,60,20,5.66
487,Ust-Ilimsk,RU,2022-07-12 23:00:56,58.0006,102.6619,55.29,69,100,1.81
488,Katiola,CI,2022-07-12 23:00:57,8.1333,-5.1,71.38,95,84,7.38
489,Raudeberg,NO,2022-07-12 23:00:57,61.9875,5.1352,55.96,84,15,23.71
490,Chernogorsk,RU,2022-07-12 23:00:58,53.8236,91.2842,54.97,82,0,4.47
491,Gazanjyk,TM,2022-07-12 23:00:58,39.2446,55.5154,80.85,28,0,7.43
492,Dessalines,HT,2022-07-12 23:00:58,19.2833,-72.5,82.81,65,5,3.4
493,Abonnema,NG,2022-07-12 23:00:59,4.7084,6.7931,73.15,85,86,5.19
494,Santa Cruz,BO,2022-07-12 23:00:59,-17.8,-63.1667,65.48,31,100,3.09
495,Ulladulla,AU,2022-07-12 23:01:00,-35.35,150.4667,51.04,70,100,6.22
496,Qaqortoq,GL,2022-07-12 23:01:00,60.7167,-46.0333,44.04,82,15,4.68
497,Nome,US,2022-07-12 23:01:01,64.5011,-165.4064,63.16,70,39,8.79
498,Baruun-Urt,MN,2022-07-12 23:01:01,46.6806,113.2792,60.01,85,88,11.27
499,Huntsville,US,2022-07-12 23:00:39,34.7304,-86.5861,93.4,56,0,5.75
500,Luganville,VU,2022-07-12 23:01:02,-15.5333,167.1667,82.35,71,68,7.81
501,Englewood,US,2022-07-12 23:01:02,39.6478,-104.9878,94.05,20,35,5.01
502,Alofi,NU,2022-07-12 23:01:03,-19.0595,-169.9187,78.08,77,43,23.22
503,Koutiala,ML,2022-07-12 23:01:03,12.3917,-5.4642,79.63,71,43,7.74
504,Tianpeng,CN,2022-07-12 23:01:04,30.9866,103.9393,75.58,94,100,4.7
505,Cap Malheureux,MU,2022-07-12 22:59:00,-19.9842,57.6142,69.48,71,66,7.0
506,Abadan,IR,2022-07-12 23:02:04,30.3392,48.3043,97.47,14,63,13.35
507,Llangefni,GB,2022-07-12 23:02:05,53.2556,-4.3106,64.18,86,75,9.22
508,Cartagena,CO,2022-07-12 22:58:45,10.3997,-75.5144,85.62,74,40,6.91
509,Jinchang,CN,2022-07-12 23:02:05,38.4953,102.1739,73.42,48,50,0.56
510,Itoman,JP,2022-07-12 23:02:06,26.1247,127.6694,86.02,84,20,6.91
511,Areosa,PT,2022-07-12 23:02:06,41.7178,-8.8571,76.95,50,39,5.21
512,Pihuamo,MX,2022-07-12 23:02:07,19.2499,-103.3828,84.88,60,37,7.36
513,Lukashin,AM,2022-07-12 23:02:07,40.1758,44.0186,82.26,45,0,5.28
514,Lenger,KZ,2022-07-12 23:02:08,42.183,69.8839,67.44,37,0,5.66
515,Tibacuy,CO,2022-07-12 23:02:08,4.3511,-72.4564,77.41,86,39,5.86
516,Amnat Charoen,TH,2022-07-12 23:02:09,15.9167,104.75,75.29,94,100,3.51
517,Havoysund,NO,2022-07-12 23:02:09,70.9963,24.6622,61.03,66,42,11.79
518,Sembakung,ID,2022-07-12 23:02:09,3.8167,117.25,74.61,98,98,1.68
519,Waddan,LY,2022-07-12 23:02:10,29.1614,16.139,75.63,56,0,11.05
520,Tabas,IR,2022-07-12 23:02:10,33.5959,56.9244,80.8,21,0,5.48
521,Marquette,US,2022-07-12 23:02:11,46.5333,-87.6335,58.68,70,68,6.35
522,Viedma,AR,2022-07-12 23:02:11,-40.8135,-62.9967,49.26,46,15,12.64
523,Kenai,US,2022-07-12 22:58:03,60.5544,-151.2583,65.03,76,89,6.08
524,Karpathos,GR,2022-07-12 23:02:12,35.507,27.2132,73.36,78,0,29.93
525,Eyl,SO,2022-07-12 23:02:12,7.9803,49.8164,78.76,68,100,24.79
526,Ivanava,BY,2022-07-12 23:02:13,52.1451,25.5365,58.71,96,100,17.69
527,Tazovskiy,RU,2022-07-12 23:02:13,67.4667,78.7,44.89,71,12,7.2
528,Chardara,KZ,2022-07-12 23:02:14,41.2547,67.9692,75.63,37,5,5.46
529,Ballina,AU,2022-07-12 23:00:25,-28.8667,153.5667,56.79,75,0,10.54
530,Christchurch,NZ,2022-07-12 23:00:01,-43.5333,172.6333,53.33,71,61,3.44
531,Lentekhi,GE,2022-07-12 23:02:14,42.7856,42.7261,66.78,85,95,2.35
532,Gunjur,GM,2022-07-12 23:02:15,13.2019,-16.7339,80.73,83,99,10.83
533,San Carlos De Bariloche,AR,2022-07-12 23:02:15,-41.1456,-71.3082,34.25,64,29,8.81
534,Quthing,LS,2022-07-12 23:02:16,-30.4,27.7003,42.21,39,0,2.93
535,Pando,UY,2022-07-12 23:02:16,-34.7167,-55.95,45.9,72,7,4.03
536,Calama,CL,2022-07-12 23:02:17,-22.4667,-68.9333,49.1,18,59,3.83
537,Mareeba,AU,2022-07-12 23:00:19,-17.0,145.4333,64.49,84,36,2.19
538,Pecsvarad,HU,2022-07-12 23:02:17,46.1603,18.4232,62.38,63,60,7.11
539,Sydney,AU,2022-07-12 22:59:54,-33.8679,151.2073,54.27,71,40,19.57
540,Karratha,AU,2022-07-12 23:02:18,-20.7377,116.8463,62.65,42,2,12.15
541,Lakselv,NO,2022-07-12 23:02:18,70.0513,24.9718,55.22,88,20,3.44
542,Weihai,CN,2022-07-12 23:00:22,37.5017,122.1136,75.76,98,100,8.93
543,Carquefou,FR,2022-07-12 23:02:19,47.2982,-1.4902,76.78,60,0,2.3
544,Nahariyya,IL,2022-07-12 23:01:25,33.0059,35.0941,78.94,90,0,3.98
545,Nicoya,CR,2022-07-12 23:02:19,10.1483,-85.452,77.29,89,80,4.7
546,Isiro,CD,2022-07-12 23:02:20,2.7739,27.616,66.99,98,100,1.5
547,Sinegorye,RU,2022-07-12 23:02:20,62.0788,150.477,80.94,45,6,9.19
548,Iki-Burul,RU,2022-07-12 23:02:21,45.8208,44.6472,72.63,60,93,8.37
549,Pietrari,RO,2022-07-12 23:02:21,45.1,24.1333,52.92,61,2,5.5
550,Conceicao Do Araguaia,BR,2022-07-12 23:02:22,-8.2578,-49.2647,79.0,37,34,3.09
551,Mocuba,MZ,2022-07-12 23:02:22,-16.8392,36.9856,63.59,88,59,0.96
552,San Policarpo,PH,2022-07-12 23:02:23,12.1791,125.5072,79.77,84,70,2.3
553,Kidal,ML,2022-07-12 23:02:23,18.4411,1.4078,91.18,30,25,1.95
554,Antofagasta,CL,2022-07-12 23:03:24,-23.65,-70.4,55.99,87,18,0.83
555,Naryan-Mar,RU,2022-07-12 23:03:24,67.6713,53.087,64.62,84,29,4.81
556,Boa Vista,BR,2022-07-12 23:03:24,2.8197,-60.6733,80.58,78,40,6.91
557,Saa,CM,2022-07-12 23:03:25,4.3667,11.45,68.59,98,98,4.59
558,Red Wing,US,2022-07-12 23:03:25,44.5625,-92.5338,84.79,45,75,4.0
559,Puerto Escondido,MX,2022-07-12 22:58:35,15.85,-97.0667,83.39,81,96,5.93
560,Cayenne,GF,2022-07-12 23:00:08,4.9333,-52.3333,83.08,3,0,5.01
561,Iguape,BR,2022-07-12 22:59:40,-24.7081,-47.5553,65.21,84,89,7.87
562,Clermont,FR,2022-07-12 23:03:26,49.5,2.4167,73.04,42,80,5.48
563,Yacuiba,BO,2022-07-12 23:03:27,-22.038,-63.6797,49.98,44,80,2.37
564,Burgeo,CA,2022-07-12 23:03:27,47.6167,-57.6152,58.05,89,34,9.19
565,Kambove,CD,2022-07-12 23:03:28,-10.8764,26.5969,55.72,55,0,5.97
566,Poum,NC,2022-07-12 23:03:28,-20.2333,164.0167,75.63,87,99,15.12
567,Quesnel,CA,2022-07-12 23:00:16,52.9999,-122.5029,68.04,72,100,0.69
568,Kingaroy,AU,2022-07-12 23:03:29,-26.5333,151.8333,49.68,73,0,11.18
569,Fairbanks,US,2022-07-12 23:03:07,64.8378,-147.7164,78.03,49,100,1.99
570,Arlit,NE,2022-07-12 23:03:29,18.7369,7.3853,93.87,24,45,6.22
571,Okhotsk,RU,2022-07-12 23:03:30,59.3833,143.3,59.07,95,100,9.24
572,Gua Musang,MY,2022-07-12 23:03:30,4.8823,101.9644,70.32,95,99,0.96
573,Ukiah,US,2022-07-12 23:02:22,39.1502,-123.2078,97.43,31,0,12.66
574,Montepuez,MZ,2022-07-12 23:03:31,-13.1256,38.9997,60.46,83,50,5.3
575,Naron,ES,2022-07-12 22:58:33,43.5167,-8.1528,77.85,60,0,4.88
576,Saint-Pierre,RE,2022-07-12 23:03:31,-21.3393,55.4781,66.9,71,0,8.05
